"number of E (V), "	I (A) couples: 20000
-0.1292	1.31E-09
-0.1293	1.31E-09
-0.1294	1.30E-09
-0.1295	1.30E-09
-0.1296	1.29E-09
-0.1297	1.29E-09
-0.1298	1.28E-09
-0.1299	1.28E-09
-0.13	1.27E-09
-0.1301	1.27E-09
-0.1302	1.26E-09
-0.1303	1.26E-09
-0.1304	1.26E-09
-0.1305	1.25E-09
-0.1306	1.25E-09
-0.1307	1.24E-09
-0.1308	1.24E-09
-0.1309	1.23E-09
-0.131	1.23E-09
-0.1311	1.22E-09
-0.1312	1.22E-09
-0.1313	1.22E-09
-0.1314	1.21E-09
-0.1315	1.21E-09
-0.1316	1.20E-09
-0.1317	1.20E-09
-0.1318	1.19E-09
-0.1319	1.19E-09
-0.132	1.19E-09
-0.1321	1.18E-09
-0.1322	1.18E-09
-0.1323	1.17E-09
-0.1324	1.17E-09
-0.1325	1.17E-09
-0.1326	1.16E-09
-0.1327	1.16E-09
-0.1328	1.15E-09
-0.1329	1.15E-09
-0.133	1.15E-09
-0.1331	1.14E-09
-0.1332	1.14E-09
-0.1333	1.13E-09
-0.1334	1.13E-09
-0.1335	1.13E-09
-0.1336	1.12E-09
-0.1337	1.12E-09
-0.1338	1.11E-09
-0.1339	1.11E-09
-0.134	1.11E-09
-0.1341	1.10E-09
-0.1342	1.10E-09
-0.1343	1.09E-09
-0.1344	1.09E-09
-0.1345	1.09E-09
-0.1346	1.08E-09
-0.1347	1.08E-09
-0.1348	1.08E-09
-0.1349	1.07E-09
-0.135	1.07E-09
-0.1351	1.06E-09
-0.1352	1.06E-09
-0.1353	1.06E-09
-0.1354	1.05E-09
-0.1355	1.05E-09
-0.1356	1.05E-09
-0.1357	1.04E-09
-0.1358	1.04E-09
-0.1359	1.03E-09
-0.136	1.03E-09
-0.1361	1.03E-09
-0.1362	1.02E-09
-0.1363	1.02E-09
-0.1364	1.02E-09
-0.1365	1.01E-09
-0.1366	1.01E-09
-0.1367	1.01E-09
-0.1368	1.00E-09
-0.1369	9.99E-10
-0.137	9.96E-10
-0.1371	9.92E-10
-0.1372	9.89E-10
-0.1373	9.85E-10
-0.1374	9.82E-10
-0.1375	9.78E-10
-0.1376	9.75E-10
-0.1377	9.72E-10
-0.1378	9.68E-10
-0.1379	9.65E-10
-0.138	9.62E-10
-0.1381	9.58E-10
-0.1382	9.55E-10
-0.1383	9.52E-10
-0.1384	9.48E-10
-0.1385	9.45E-10
-0.1386	9.42E-10
-0.1387	9.38E-10
-0.1388	9.35E-10
-0.1389	9.32E-10
-0.139	9.29E-10
-0.1391	9.26E-10
-0.1392	9.22E-10
-0.1393	9.19E-10
-0.1394	9.16E-10
-0.1395	9.13E-10
-0.1396	9.10E-10
-0.1397	9.07E-10
-0.1398	9.04E-10
-0.1399	9.00E-10
-0.14	8.97E-10
-0.1401	8.94E-10
-0.1402	8.91E-10
-0.1403	8.88E-10
-0.1404	8.85E-10
-0.1405	8.82E-10
-0.1406	8.79E-10
-0.1407	8.76E-10
-0.1408	8.73E-10
-0.1409	8.70E-10
-0.141	8.67E-10
-0.1411	8.64E-10
-0.1412	8.61E-10
-0.1413	8.58E-10
-0.1414	8.55E-10
-0.1415	8.52E-10
-0.1416	8.49E-10
-0.1417	8.46E-10
-0.1418	8.44E-10
-0.1419	8.41E-10
-0.142	8.38E-10
-0.1421	8.35E-10
-0.1422	8.32E-10
-0.1423	8.29E-10
-0.1424	8.26E-10
-0.1425	8.24E-10
-0.1426	8.21E-10
-0.1427	8.18E-10
-0.1428	8.15E-10
-0.1429	8.12E-10
-0.143	8.10E-10
-0.1431	8.07E-10
-0.1432	8.04E-10
-0.1433	8.02E-10
-0.1434	7.99E-10
-0.1435	7.96E-10
-0.1436	7.93E-10
-0.1437	7.91E-10
-0.1438	7.88E-10
-0.1439	7.85E-10
-0.144	7.83E-10
-0.1441	7.80E-10
-0.1442	7.77E-10
-0.1443	7.75E-10
-0.1444	7.72E-10
-0.1445	7.70E-10
-0.1446	7.67E-10
-0.1447	7.64E-10
-0.1448	7.62E-10
-0.1449	7.59E-10
-0.145	7.57E-10
-0.1451	7.54E-10
-0.1452	7.52E-10
-0.1453	7.49E-10
-0.1454	7.47E-10
-0.1455	7.44E-10
-0.1456	7.42E-10
-0.1457	7.39E-10
-0.1458	7.37E-10
-0.1459	7.34E-10
-0.146	7.32E-10
-0.1461	7.29E-10
-0.1462	7.27E-10
-0.1463	7.24E-10
-0.1464	7.22E-10
-0.1465	7.20E-10
-0.1466	7.17E-10
-0.1467	7.15E-10
-0.1468	7.12E-10
-0.1469	7.10E-10
-0.147	7.08E-10
-0.1471	7.05E-10
-0.1472	7.03E-10
-0.1473	7.01E-10
-0.1474	6.98E-10
-0.1475	6.96E-10
-0.1476	6.94E-10
-0.1477	6.91E-10
-0.1478	6.89E-10
-0.1479	6.87E-10
-0.148	6.84E-10
-0.1481	6.82E-10
-0.1482	6.80E-10
-0.1483	6.78E-10
-0.1484	6.75E-10
-0.1485	6.73E-10
-0.1486	6.71E-10
-0.1487	6.69E-10
-0.1488	6.67E-10
-0.1489	6.64E-10
-0.149	6.62E-10
-0.1491	6.60E-10
-0.1492	6.58E-10
-0.1493	6.56E-10
-0.1494	6.53E-10
-0.1495	6.51E-10
-0.1496	6.49E-10
-0.1497	6.47E-10
-0.1498	6.45E-10
-0.1499	6.43E-10
-0.15	6.41E-10
-0.1501	6.39E-10
-0.1502	6.36E-10
-0.1503	6.34E-10
-0.1504	6.32E-10
-0.1505	6.30E-10
-0.1506	6.28E-10
-0.1507	6.26E-10
-0.1508	6.24E-10
-0.1509	6.22E-10
-0.151	6.20E-10
-0.1511	6.18E-10
-0.1512	6.16E-10
-0.1513	6.14E-10
-0.1514	6.12E-10
-0.1515	6.10E-10
-0.1516	6.08E-10
-0.1517	6.06E-10
-0.1518	6.04E-10
-0.1519	6.02E-10
-0.152	6.00E-10
-0.1521	5.98E-10
-0.1522	5.96E-10
-0.1523	5.94E-10
-0.1524	5.92E-10
-0.1525	5.90E-10
-0.1526	5.89E-10
-0.1527	5.87E-10
-0.1528	5.85E-10
-0.1529	5.83E-10
-0.153	5.81E-10
-0.1531	5.79E-10
-0.1532	5.77E-10
-0.1533	5.75E-10
-0.1534	5.74E-10
-0.1535	5.72E-10
-0.1536	5.70E-10
-0.1537	5.68E-10
-0.1538	5.66E-10
-0.1539	5.64E-10
-0.154	5.63E-10
-0.1541	5.61E-10
-0.1542	5.59E-10
-0.1543	5.57E-10
-0.1544	5.55E-10
-0.1545	5.54E-10
-0.1546	5.52E-10
-0.1547	5.50E-10
-0.1548	5.48E-10
-0.1549	5.47E-10
-0.155	5.45E-10
-0.1551	5.43E-10
-0.1552	5.41E-10
-0.1553	5.40E-10
-0.1554	5.38E-10
-0.1555	5.36E-10
-0.1556	5.35E-10
-0.1557	5.33E-10
-0.1558	5.31E-10
-0.1559	5.30E-10
-0.156	5.28E-10
-0.1561	5.26E-10
-0.1562	5.25E-10
-0.1563	5.23E-10
-0.1564	5.21E-10
-0.1565	5.20E-10
-0.1566	5.18E-10
-0.1567	5.16E-10
-0.1568	5.15E-10
-0.1569	5.13E-10
-0.157	5.11E-10
-0.1571	5.10E-10
-0.1572	5.08E-10
-0.1573	5.07E-10
-0.1574	5.05E-10
-0.1575	5.04E-10
-0.1576	5.02E-10
-0.1577	5.00E-10
-0.1578	4.99E-10
-0.1579	4.97E-10
-0.158	4.96E-10
-0.1581	4.94E-10
-0.1582	4.93E-10
-0.1583	4.91E-10
-0.1584	4.90E-10
-0.1585	4.88E-10
-0.1586	4.87E-10
-0.1587	4.85E-10
-0.1588	4.84E-10
-0.1589	4.82E-10
-0.159	4.81E-10
-0.1591	4.79E-10
-0.1592	4.78E-10
-0.1593	4.76E-10
-0.1594	4.75E-10
-0.1595	4.73E-10
-0.1596	4.72E-10
-0.1597	4.70E-10
-0.1598	4.69E-10
-0.1599	4.67E-10
-0.16	4.66E-10
-0.1601	4.64E-10
-0.1602	4.63E-10
-0.1603	4.62E-10
-0.1604	4.60E-10
-0.1605	4.59E-10
-0.1606	4.57E-10
-0.1607	4.56E-10
-0.1608	4.55E-10
-0.1609	4.53E-10
-0.161	4.52E-10
-0.1611	4.50E-10
-0.1612	4.49E-10
-0.1613	4.48E-10
-0.1614	4.46E-10
-0.1615	4.45E-10
-0.1616	4.44E-10
-0.1617	4.42E-10
-0.1618	4.41E-10
-0.1619	4.40E-10
-0.162	4.38E-10
-0.1621	4.37E-10
-0.1622	4.36E-10
-0.1623	4.34E-10
-0.1624	4.33E-10
-0.1625	4.32E-10
-0.1626	4.30E-10
-0.1627	4.29E-10
-0.1628	4.28E-10
-0.1629	4.27E-10
-0.163	4.25E-10
-0.1631	4.24E-10
-0.1632	4.23E-10
-0.1633	4.22E-10
-0.1634	4.20E-10
-0.1635	4.19E-10
-0.1636	4.18E-10
-0.1637	4.17E-10
-0.1638	4.15E-10
-0.1639	4.14E-10
-0.164	4.13E-10
-0.1641	4.12E-10
-0.1642	4.10E-10
-0.1643	4.09E-10
-0.1644	4.08E-10
-0.1645	4.07E-10
-0.1646	4.06E-10
-0.1647	4.04E-10
-0.1648	4.03E-10
-0.1649	4.02E-10
-0.165	4.01E-10
-0.1651	4.00E-10
-0.1652	3.98E-10
-0.1653	3.97E-10
-0.1654	3.96E-10
-0.1655	3.95E-10
-0.1656	3.94E-10
-0.1657	3.93E-10
-0.1658	3.92E-10
-0.1659	3.90E-10
-0.166	3.89E-10
-0.1661	3.88E-10
-0.1662	3.87E-10
-0.1663	3.86E-10
-0.1664	3.85E-10
-0.1665	3.84E-10
-0.1666	3.82E-10
-0.1667	3.81E-10
-0.1668	3.80E-10
-0.1669	3.79E-10
-0.167	3.78E-10
-0.1671	3.77E-10
-0.1672	3.76E-10
-0.1673	3.75E-10
-0.1674	3.74E-10
-0.1675	3.73E-10
-0.1676	3.72E-10
-0.1677	3.71E-10
-0.1678	3.69E-10
-0.1679	3.68E-10
-0.168	3.67E-10
-0.1681	3.66E-10
-0.1682	3.65E-10
-0.1683	3.64E-10
-0.1684	3.63E-10
-0.1685	3.62E-10
-0.1686	3.61E-10
-0.1687	3.60E-10
-0.1688	3.59E-10
-0.1689	3.58E-10
-0.169	3.57E-10
-0.1691	3.56E-10
-0.1692	3.55E-10
-0.1693	3.54E-10
-0.1694	3.53E-10
-0.1695	3.52E-10
-0.1696	3.51E-10
-0.1697	3.50E-10
-0.1698	3.49E-10
-0.1699	3.48E-10
-0.17	3.47E-10
-0.1701	3.46E-10
-0.1702	3.45E-10
-0.1703	3.44E-10
-0.1704	3.43E-10
-0.1705	3.42E-10
-0.1706	3.41E-10
-0.1707	3.40E-10
-0.1708	3.39E-10
-0.1709	3.39E-10
-0.171	3.38E-10
-0.1711	3.37E-10
-0.1712	3.36E-10
-0.1713	3.35E-10
-0.1714	3.34E-10
-0.1715	3.33E-10
-0.1716	3.32E-10
-0.1717	3.31E-10
-0.1718	3.30E-10
-0.1719	3.29E-10
-0.172	3.28E-10
-0.1721	3.28E-10
-0.1722	3.27E-10
-0.1723	3.26E-10
-0.1724	3.25E-10
-0.1725	3.24E-10
-0.1726	3.23E-10
-0.1727	3.22E-10
-0.1728	3.21E-10
-0.1729	3.20E-10
-0.173	3.20E-10
-0.1731	3.19E-10
-0.1732	3.18E-10
-0.1733	3.17E-10
-0.1734	3.16E-10
-0.1735	3.15E-10
-0.1736	3.14E-10
-0.1737	3.14E-10
-0.1738	3.13E-10
-0.1739	3.12E-10
-0.174	3.11E-10
-0.1741	3.10E-10
-0.1742	3.09E-10
-0.1743	3.09E-10
-0.1744	3.08E-10
-0.1745	3.07E-10
-0.1746	3.06E-10
-0.1747	3.05E-10
-0.1748	3.05E-10
-0.1749	3.04E-10
-0.175	3.03E-10
-0.1751	3.02E-10
-0.1752	3.01E-10
-0.1753	3.01E-10
-0.1754	3.00E-10
-0.1755	2.99E-10
-0.1756	2.98E-10
-0.1757	2.97E-10
-0.1758	2.97E-10
-0.1759	2.96E-10
-0.176	2.95E-10
-0.1761	2.94E-10
-0.1762	2.94E-10
-0.1763	2.93E-10
-0.1764	2.92E-10
-0.1765	2.91E-10
-0.1766	2.90E-10
-0.1767	2.90E-10
-0.1768	2.89E-10
-0.1769	2.88E-10
-0.177	2.87E-10
-0.1771	2.87E-10
-0.1772	2.86E-10
-0.1773	2.85E-10
-0.1774	2.85E-10
-0.1775	2.84E-10
-0.1776	2.83E-10
-0.1777	2.82E-10
-0.1778	2.82E-10
-0.1779	2.81E-10
-0.178	2.80E-10
-0.1781	2.80E-10
-0.1782	2.79E-10
-0.1783	2.78E-10
-0.1784	2.77E-10
-0.1785	2.77E-10
-0.1786	2.76E-10
-0.1787	2.75E-10
-0.1788	2.75E-10
-0.1789	2.74E-10
-0.179	2.73E-10
-0.1791	2.73E-10
-0.1792	2.72E-10
-0.1793	2.71E-10
-0.1794	2.70E-10
-0.1795	2.70E-10
-0.1796	2.69E-10
-0.1797	2.68E-10
-0.1798	2.68E-10
-0.1799	2.67E-10
-0.18	2.66E-10
-0.1801	2.66E-10
-0.1802	2.65E-10
-0.1803	2.65E-10
-0.1804	2.64E-10
-0.1805	2.63E-10
-0.1806	2.63E-10
-0.1807	2.62E-10
-0.1808	2.61E-10
-0.1809	2.61E-10
-0.181	2.60E-10
-0.1811	2.59E-10
-0.1812	2.59E-10
-0.1813	2.58E-10
-0.1814	2.57E-10
-0.1815	2.57E-10
-0.1816	2.56E-10
-0.1817	2.56E-10
-0.1818	2.55E-10
-0.1819	2.54E-10
-0.182	2.54E-10
-0.1821	2.53E-10
-0.1822	2.53E-10
-0.1823	2.52E-10
-0.1824	2.51E-10
-0.1825	2.51E-10
-0.1826	2.50E-10
-0.1827	2.50E-10
-0.1828	2.49E-10
-0.1829	2.48E-10
-0.183	2.48E-10
-0.1831	2.47E-10
-0.1832	2.47E-10
-0.1833	2.46E-10
-0.1834	2.45E-10
-0.1835	2.45E-10
-0.1836	2.44E-10
-0.1837	2.44E-10
-0.1838	2.43E-10
-0.1839	2.43E-10
-0.184	2.42E-10
-0.1841	2.41E-10
-0.1842	2.41E-10
-0.1843	2.40E-10
-0.1844	2.40E-10
-0.1845	2.39E-10
-0.1846	2.39E-10
-0.1847	2.38E-10
-0.1848	2.38E-10
-0.1849	2.37E-10
-0.185	2.36E-10
-0.1851	2.36E-10
-0.1852	2.35E-10
-0.1853	2.35E-10
-0.1854	2.34E-10
-0.1855	2.34E-10
-0.1856	2.33E-10
-0.1857	2.33E-10
-0.1858	2.32E-10
-0.1859	2.32E-10
-0.186	2.31E-10
-0.1861	2.31E-10
-0.1862	2.30E-10
-0.1863	2.30E-10
-0.1864	2.29E-10
-0.1865	2.29E-10
-0.1866	2.28E-10
-0.1867	2.28E-10
-0.1868	2.27E-10
-0.1869	2.27E-10
-0.187	2.26E-10
-0.1871	2.26E-10
-0.1872	2.25E-10
-0.1873	2.25E-10
-0.1874	2.24E-10
-0.1875	2.24E-10
-0.1876	2.23E-10
-0.1877	2.23E-10
-0.1878	2.22E-10
-0.1879	2.22E-10
-0.188	2.21E-10
-0.1881	2.21E-10
-0.1882	2.20E-10
-0.1883	2.20E-10
-0.1884	2.19E-10
-0.1885	2.19E-10
-0.1886	2.18E-10
-0.1887	2.18E-10
-0.1888	2.17E-10
-0.1889	2.17E-10
-0.189	2.16E-10
-0.1891	2.16E-10
-0.1892	2.15E-10
-0.1893	2.15E-10
-0.1894	2.14E-10
-0.1895	2.14E-10
-0.1896	2.14E-10
-0.1897	2.13E-10
-0.1898	2.13E-10
-0.1899	2.12E-10
-0.19	2.12E-10
-0.1901	2.11E-10
-0.1902	2.11E-10
-0.1903	2.10E-10
-0.1904	2.10E-10
-0.1905	2.10E-10
-0.1906	2.09E-10
-0.1907	2.09E-10
-0.1908	2.08E-10
-0.1909	2.08E-10
-0.191	2.07E-10
-0.1911	2.07E-10
-0.1912	2.07E-10
-0.1913	2.06E-10
-0.1914	2.06E-10
-0.1915	2.05E-10
-0.1916	2.05E-10
-0.1917	2.04E-10
-0.1918	2.04E-10
-0.1919	2.04E-10
-0.192	2.03E-10
-0.1921	2.03E-10
-0.1922	2.02E-10
-0.1923	2.02E-10
-0.1924	2.01E-10
-0.1925	2.01E-10
-0.1926	2.01E-10
-0.1927	2.00E-10
-0.1928	2.00E-10
-0.1929	1.99E-10
-0.193	1.99E-10
-0.1931	1.99E-10
-0.1932	1.98E-10
-0.1933	1.98E-10
-0.1934	1.97E-10
-0.1935	1.97E-10
-0.1936	1.97E-10
-0.1937	1.96E-10
-0.1938	1.96E-10
-0.1939	1.96E-10
-0.194	1.95E-10
-0.1941	1.95E-10
-0.1942	1.94E-10
-0.1943	1.94E-10
-0.1944	1.94E-10
-0.1945	1.93E-10
-0.1946	1.93E-10
-0.1947	1.93E-10
-0.1948	1.92E-10
-0.1949	1.92E-10
-0.195	1.91E-10
-0.1951	1.91E-10
-0.1952	1.91E-10
-0.1953	1.90E-10
-0.1954	1.90E-10
-0.1955	1.90E-10
-0.1956	1.89E-10
-0.1957	1.89E-10
-0.1958	1.88E-10
-0.1959	1.88E-10
-0.196	1.88E-10
-0.1961	1.87E-10
-0.1962	1.87E-10
-0.1963	1.87E-10
-0.1964	1.86E-10
-0.1965	1.86E-10
-0.1966	1.86E-10
-0.1967	1.85E-10
-0.1968	1.85E-10
-0.1969	1.85E-10
-0.197	1.84E-10
-0.1971	1.84E-10
-0.1972	1.84E-10
-0.1973	1.83E-10
-0.1974	1.83E-10
-0.1975	1.83E-10
-0.1976	1.82E-10
-0.1977	1.82E-10
-0.1978	1.82E-10
-0.1979	1.81E-10
-0.198	1.81E-10
-0.1981	1.81E-10
-0.1982	1.80E-10
-0.1983	1.80E-10
-0.1984	1.80E-10
-0.1985	1.79E-10
-0.1986	1.79E-10
-0.1987	1.79E-10
-0.1988	1.78E-10
-0.1989	1.78E-10
-0.199	1.78E-10
-0.1991	1.77E-10
-0.1992	1.77E-10
-0.1993	1.77E-10
-0.1994	1.76E-10
-0.1995	1.76E-10
-0.1996	1.76E-10
-0.1997	1.76E-10
-0.1998	1.75E-10
-0.1999	1.75E-10
-0.2	1.75E-10
-0.2001	1.74E-10
-0.2002	1.74E-10
-0.2003	1.74E-10
-0.2004	1.73E-10
-0.2005	1.73E-10
-0.2006	1.73E-10
-0.2007	1.73E-10
-0.2008	1.72E-10
-0.2009	1.72E-10
-0.201	1.72E-10
-0.2011	1.71E-10
-0.2012	1.71E-10
-0.2013	1.71E-10
-0.2014	1.70E-10
-0.2015	1.70E-10
-0.2016	1.70E-10
-0.2017	1.70E-10
-0.2018	1.69E-10
-0.2019	1.69E-10
-0.202	1.69E-10
-0.2021	1.68E-10
-0.2022	1.68E-10
-0.2023	1.68E-10
-0.2024	1.68E-10
-0.2025	1.67E-10
-0.2026	1.67E-10
-0.2027	1.67E-10
-0.2028	1.67E-10
-0.2029	1.66E-10
-0.203	1.66E-10
-0.2031	1.66E-10
-0.2032	1.65E-10
-0.2033	1.65E-10
-0.2034	1.65E-10
-0.2035	1.65E-10
-0.2036	1.64E-10
-0.2037	1.64E-10
-0.2038	1.64E-10
-0.2039	1.64E-10
-0.204	1.63E-10
-0.2041	1.63E-10
-0.2042	1.63E-10
-0.2043	1.63E-10
-0.2044	1.62E-10
-0.2045	1.62E-10
-0.2046	1.62E-10
-0.2047	1.62E-10
-0.2048	1.61E-10
-0.2049	1.61E-10
-0.205	1.61E-10
-0.2051	1.61E-10
-0.2052	1.60E-10
-0.2053	1.60E-10
-0.2054	1.60E-10
-0.2055	1.60E-10
-0.2056	1.59E-10
-0.2057	1.59E-10
-0.2058	1.59E-10
-0.2059	1.59E-10
-0.206	1.58E-10
-0.2061	1.58E-10
-0.2062	1.58E-10
-0.2063	1.58E-10
-0.2064	1.57E-10
-0.2065	1.57E-10
-0.2066	1.57E-10
-0.2067	1.57E-10
-0.2068	1.56E-10
-0.2069	1.56E-10
-0.207	1.56E-10
-0.2071	1.56E-10
-0.2072	1.56E-10
-0.2073	1.55E-10
-0.2074	1.55E-10
-0.2075	1.55E-10
-0.2076	1.55E-10
-0.2077	1.54E-10
-0.2078	1.54E-10
-0.2079	1.54E-10
-0.208	1.54E-10
-0.2081	1.54E-10
-0.2082	1.53E-10
-0.2083	1.53E-10
-0.2084	1.53E-10
-0.2085	1.53E-10
-0.2086	1.52E-10
-0.2087	1.52E-10
-0.2088	1.52E-10
-0.2089	1.52E-10
-0.209	1.52E-10
-0.2091	1.51E-10
-0.2092	1.51E-10
-0.2093	1.51E-10
-0.2094	1.51E-10
-0.2095	1.50E-10
-0.2096	1.50E-10
-0.2097	1.50E-10
-0.2098	1.50E-10
-0.2099	1.50E-10
-0.21	1.49E-10
-0.2101	1.49E-10
-0.2102	1.49E-10
-0.2103	1.49E-10
-0.2104	1.49E-10
-0.2105	1.48E-10
-0.2106	1.48E-10
-0.2107	1.48E-10
-0.2108	1.48E-10
-0.2109	1.48E-10
-0.211	1.47E-10
-0.2111	1.47E-10
-0.2112	1.47E-10
-0.2113	1.47E-10
-0.2114	1.47E-10
-0.2115	1.46E-10
-0.2116	1.46E-10
-0.2117	1.46E-10
-0.2118	1.46E-10
-0.2119	1.46E-10
-0.212	1.45E-10
-0.2121	1.45E-10
-0.2122	1.45E-10
-0.2123	1.45E-10
-0.2124	1.45E-10
-0.2125	1.45E-10
-0.2126	1.44E-10
-0.2127	1.44E-10
-0.2128	1.44E-10
-0.2129	1.44E-10
-0.213	1.44E-10
-0.2131	1.43E-10
-0.2132	1.43E-10
-0.2133	1.43E-10
-0.2134	1.43E-10
-0.2135	1.43E-10
-0.2136	1.43E-10
-0.2137	1.42E-10
-0.2138	1.42E-10
-0.2139	1.42E-10
-0.214	1.42E-10
-0.2141	1.42E-10
-0.2142	1.41E-10
-0.2143	1.41E-10
-0.2144	1.41E-10
-0.2145	1.41E-10
-0.2146	1.41E-10
-0.2147	1.41E-10
-0.2148	1.40E-10
-0.2149	1.40E-10
-0.215	1.40E-10
-0.2151	1.40E-10
-0.2152	1.40E-10
-0.2153	1.40E-10
-0.2154	1.39E-10
-0.2155	1.39E-10
-0.2156	1.39E-10
-0.2157	1.39E-10
-0.2158	1.39E-10
-0.2159	1.39E-10
-0.216	1.38E-10
-0.2161	1.38E-10
-0.2162	1.38E-10
-0.2163	1.38E-10
-0.2164	1.38E-10
-0.2165	1.38E-10
-0.2166	1.37E-10
-0.2167	1.37E-10
-0.2168	1.37E-10
-0.2169	1.37E-10
-0.217	1.37E-10
-0.2171	1.37E-10
-0.2172	1.37E-10
-0.2173	1.36E-10
-0.2174	1.36E-10
-0.2175	1.36E-10
-0.2176	1.36E-10
-0.2177	1.36E-10
-0.2178	1.36E-10
-0.2179	1.35E-10
-0.218	1.35E-10
-0.2181	1.35E-10
-0.2182	1.35E-10
-0.2183	1.35E-10
-0.2184	1.35E-10
-0.2185	1.35E-10
-0.2186	1.34E-10
-0.2187	1.34E-10
-0.2188	1.34E-10
-0.2189	1.34E-10
-0.219	1.34E-10
-0.2191	1.34E-10
-0.2192	1.34E-10
-0.2193	1.33E-10
-0.2194	1.33E-10
-0.2195	1.33E-10
-0.2196	1.33E-10
-0.2197	1.33E-10
-0.2198	1.33E-10
-0.2199	1.33E-10
-0.22	1.32E-10
-0.2201	1.32E-10
-0.2202	1.32E-10
-0.2203	1.32E-10
-0.2204	1.32E-10
-0.2205	1.32E-10
-0.2206	1.32E-10
-0.2207	1.31E-10
-0.2208	1.31E-10
-0.2209	1.31E-10
-0.221	1.31E-10
-0.2211	1.31E-10
-0.2212	1.31E-10
-0.2213	1.31E-10
-0.2214	1.30E-10
-0.2215	1.30E-10
-0.2216	1.30E-10
-0.2217	1.30E-10
-0.2218	1.30E-10
-0.2219	1.30E-10
-0.222	1.30E-10
-0.2221	1.30E-10
-0.2222	1.29E-10
-0.2223	1.29E-10
-0.2224	1.29E-10
-0.2225	1.29E-10
-0.2226	1.29E-10
-0.2227	1.29E-10
-0.2228	1.29E-10
-0.2229	1.29E-10
-0.223	1.28E-10
-0.2231	1.28E-10
-0.2232	1.28E-10
-0.2233	1.28E-10
-0.2234	1.28E-10
-0.2235	1.28E-10
-0.2236	1.28E-10
-0.2237	1.28E-10
-0.2238	1.27E-10
-0.2239	1.27E-10
-0.224	1.27E-10
-0.2241	1.27E-10
-0.2242	1.27E-10
-0.2243	1.27E-10
-0.2244	1.27E-10
-0.2245	1.27E-10
-0.2246	1.27E-10
-0.2247	1.26E-10
-0.2248	1.26E-10
-0.2249	1.26E-10
-0.225	1.26E-10
-0.2251	1.26E-10
-0.2252	1.26E-10
-0.2253	1.26E-10
-0.2254	1.26E-10
-0.2255	1.25E-10
-0.2256	1.25E-10
-0.2257	1.25E-10
-0.2258	1.25E-10
-0.2259	1.25E-10
-0.226	1.25E-10
-0.2261	1.25E-10
-0.2262	1.25E-10
-0.2263	1.25E-10
-0.2264	1.24E-10
-0.2265	1.24E-10
-0.2266	1.24E-10
-0.2267	1.24E-10
-0.2268	1.24E-10
-0.2269	1.24E-10
-0.227	1.24E-10
-0.2271	1.24E-10
-0.2272	1.24E-10
-0.2273	1.24E-10
-0.2274	1.23E-10
-0.2275	1.23E-10
-0.2276	1.23E-10
-0.2277	1.23E-10
-0.2278	1.23E-10
-0.2279	1.23E-10
-0.228	1.23E-10
-0.2281	1.23E-10
-0.2282	1.23E-10
-0.2283	1.22E-10
-0.2284	1.22E-10
-0.2285	1.22E-10
-0.2286	1.22E-10
-0.2287	1.22E-10
-0.2288	1.22E-10
-0.2289	1.22E-10
-0.229	1.22E-10
-0.2291	1.22E-10
-0.2292	1.22E-10
-0.2293	1.21E-10
-0.2294	1.21E-10
-0.2295	1.21E-10
-0.2296	1.21E-10
-0.2297	1.21E-10
-0.2298	1.21E-10
-0.2299	1.21E-10
-0.23	1.21E-10
-0.2301	1.21E-10
-0.2302	1.21E-10
-0.2303	1.21E-10
-0.2304	1.20E-10
-0.2305	1.20E-10
-0.2306	1.20E-10
-0.2307	1.20E-10
-0.2308	1.20E-10
-0.2309	1.20E-10
-0.231	1.20E-10
-0.2311	1.20E-10
-0.2312	1.20E-10
-0.2313	1.20E-10
-0.2314	1.20E-10
-0.2315	1.19E-10
-0.2316	1.19E-10
-0.2317	1.19E-10
-0.2318	1.19E-10
-0.2319	1.19E-10
-0.232	1.19E-10
-0.2321	1.19E-10
-0.2322	1.19E-10
-0.2323	1.19E-10
-0.2324	1.19E-10
-0.2325	1.19E-10
-0.2326	1.18E-10
-0.2327	1.18E-10
-0.2328	1.18E-10
-0.2329	1.18E-10
-0.233	1.18E-10
-0.2331	1.18E-10
-0.2332	1.18E-10
-0.2333	1.18E-10
-0.2334	1.18E-10
-0.2335	1.18E-10
-0.2336	1.18E-10
-0.2337	1.18E-10
-0.2338	1.17E-10
-0.2339	1.17E-10
-0.234	1.17E-10
-0.2341	1.17E-10
-0.2342	1.17E-10
-0.2343	1.17E-10
-0.2344	1.17E-10
-0.2345	1.17E-10
-0.2346	1.17E-10
-0.2347	1.17E-10
-0.2348	1.17E-10
-0.2349	1.17E-10
-0.235	1.17E-10
-0.2351	1.16E-10
-0.2352	1.16E-10
-0.2353	1.16E-10
-0.2354	1.16E-10
-0.2355	1.16E-10
-0.2356	1.16E-10
-0.2357	1.16E-10
-0.2358	1.16E-10
-0.2359	1.16E-10
-0.236	1.16E-10
-0.2361	1.16E-10
-0.2362	1.16E-10
-0.2363	1.16E-10
-0.2364	1.15E-10
-0.2365	1.15E-10
-0.2366	1.15E-10
-0.2367	1.15E-10
-0.2368	1.15E-10
-0.2369	1.15E-10
-0.237	1.15E-10
-0.2371	1.15E-10
-0.2372	1.15E-10
-0.2373	1.15E-10
-0.2374	1.15E-10
